hour_bucket,hourly_avg_power,hourly_max_power,hourly_min_power,record_count
2021-10-27 17:00:00,1.43,1.962,0.837,4
2021-10-27 16:00:00,1.17,1.513,0.65,3
2021-10-27 15:00:00,1.01,1.422,0.594,2
2021-10-27 14:00:00,1.42,1.574,1.269,3
2021-10-27 13:00:00,1.01,1.255,0.679,3
2021-10-27 12:00:00,0.85,0.995,0.705,2
2021-10-27 11:00:00,1.26,1.258,1.258,1
2021-10-27 10:00:00,0.99,0.987,0.987,1
2021-10-27 09:00:00,1.48,1.751,1.246,6
2021-10-27 08:00:00,1.09,1.115,1.075,2
2021-10-27 07:00:00,1.39,1.431,1.351,2
2021-10-27 06:00:00,1.33,1.582,0.875,3
2021-10-27 05:00:00,1.24,1.564,0.9,3
2021-10-27 04:00:00,1.02,1.3,0.655,3
2021-10-27 03:00:00,1.3,1.498,1.105,2
2021-10-27 02:00:00,1.39,1.595,1.223,3
2021-10-27 01:00:00,1.05,1.05,1.05,1
2021-10-27 00:00:00,1.34,1.845,0.68,4
2021-10-26 23:00:00,2.23,2.738,1.878,4
2021-10-26 22:00:00,1.95,2.18,1.533,6
2021-10-26 21:00:00,2.57,2.993,2.01,3
2021-10-26 20:00:00,2.34,2.338,2.338,1
2021-10-26 19:00:00,2.37,2.373,2.373,1
2021-10-26 18:00:00,1.86,2.304,1.446,7
2021-10-26 17:00:00,1.56,1.821,1.417,3
2021-10-26 16:00:00,1.57,1.693,1.443,2
2021-10-26 15:00:00,1.49,2.308,0.771,3
2021-10-26 14:00:00,1.9,1.9,1.9,1
2021-10-26 13:00:00,1.09,1.216,0.811,4
2021-10-26 12:00:00,1.05,1.363,0.528,4
2021-10-26 11:00:00,0.42,0.416,0.416,1
2021-10-26 10:00:00,1.02,1.494,0.646,3
2021-10-26 09:00:00,1.19,1.449,0.76,4
2021-10-26 08:00:00,1.05,1.585,0.701,3
2021-10-26 07:00:00,0.94,0.945,0.945,1
2021-10-26 06:00:00,1.32,1.322,1.322,1
2021-10-26 05:00:00,1.06,1.147,0.978,2
2021-10-26 04:00:00,1.0,1.341,0.661,2
2021-10-26 03:00:00,0.8,1.26,0.495,4
2021-10-26 02:00:00,0.67,0.673,0.673,1
2021-10-26 01:00:00,1.41,1.484,1.303,3
2021-10-26 00:00:00,1.46,1.7,1.283,3
2021-10-25 23:00:00,2.02,2.23,1.845,3
2021-10-25 22:00:00,2.33,3.23,1.33,7
2021-10-25 21:00:00,1.81,1.983,1.63,2
2021-10-25 20:00:00,2.43,2.694,2.191,3
2021-10-25 18:00:00,1.95,2.384,1.513,2
2021-10-25 17:00:00,1.76,2.346,0.972,5
2021-10-25 16:00:00,1.31,1.513,1.112,2
2021-10-25 15:00:00,1.18,1.834,0.68,3
2021-10-25 14:00:00,1.23,1.849,0.828,3
2021-10-25 13:00:00,1.46,1.755,1.16,2
2021-10-25 12:00:00,1.0,1.432,0.574,2
2021-10-25 11:00:00,0.98,1.311,0.701,6
2021-10-25 10:00:00,0.81,1.047,0.583,2
2021-10-25 09:00:00,1.32,1.675,0.96,2
2021-10-25 08:00:00,1.76,1.832,1.679,2
2021-10-25 07:00:00,1.04,1.394,0.742,6
2021-10-25 06:00:00,1.65,1.795,1.515,3
2021-10-25 05:00:00,1.35,1.463,1.228,2
2021-10-25 04:00:00,0.42,0.424,0.424,1
2021-10-25 03:00:00,1.38,1.73,1.147,3
2021-10-25 02:00:00,1.18,1.624,0.776,3
2021-10-25 01:00:00,1.65,1.653,1.653,1
2021-10-25 00:00:00,1.29,1.662,0.738,3
2021-10-24 23:00:00,2.0,2.303,1.696,2
2021-10-24 22:00:00,2.36,2.608,2.198,3
2021-10-24 21:00:00,1.44,1.44,1.44,1
2021-10-24 20:00:00,2.22,2.366,1.879,4
2021-10-24 19:00:00,1.82,1.976,1.672,2
2021-10-24 18:00:00,1.44,2.246,0.776,3
2021-10-24 17:00:00,1.32,1.76,0.777,4
2021-10-24 16:00:00,0.97,1.238,0.706,2
2021-10-24 15:00:00,1.01,1.324,0.632,4
2021-10-24 13:00:00,1.02,1.379,0.502,4
2021-10-24 12:00:00,1.02,1.737,0.379,6
2021-10-24 11:00:00,0.18,0.185,0.185,1
2021-10-24 10:00:00,1.03,1.265,0.747,3
2021-10-24 09:00:00,1.1,1.638,0.536,4
2021-10-24 08:00:00,1.35,1.639,1.039,4
2021-10-24 07:00:00,1.17,1.4,0.946,2
2021-10-24 06:00:00,1.12,1.407,0.784,3
2021-10-24 05:00:00,0.46,0.459,0.459,1
2021-10-24 04:00:00,0.66,0.661,0.661,1
2021-10-24 03:00:00,1.4,1.402,1.402,1
2021-10-24 02:00:00,1.01,1.231,0.797,2
2021-10-24 01:00:00,1.1,1.551,0.326,4
2021-10-23 23:00:00,1.75,2.119,1.385,2
2021-10-23 22:00:00,1.4,1.967,0.825,2
2021-10-23 21:00:00,2.35,2.347,2.347,1
2021-10-23 20:00:00,1.91,2.658,1.291,3
2021-10-23 19:00:00,2.52,2.625,2.424,2
2021-10-23 18:00:00,1.5,1.6,1.402,2
2021-10-23 17:00:00,1.38,1.667,1.019,3
2021-10-23 16:00:00,0.7,0.698,0.698,1
2021-10-23 15:00:00,1.28,1.853,0.701,3
2021-10-23 14:00:00,1.78,1.779,1.779,1
2021-10-23 13:00:00,1.5,1.5,1.5,1
2021-10-23 12:00:00,0.81,1.056,0.57,2
2021-10-23 11:00:00,0.84,1.152,0.551,4
2021-10-23 10:00:00,0.83,1.109,0.315,3
2021-10-23 09:00:00,1.46,1.744,1.182,2
2021-10-23 08:00:00,1.43,1.88,0.98,4
2021-10-23 07:00:00,1.26,1.674,0.839,2
2021-10-23 06:00:00,0.94,0.942,0.942,1
2021-10-23 05:00:00,1.07,1.068,1.068,1
2021-10-23 04:00:00,1.08,1.401,0.773,3
2021-10-23 03:00:00,1.19,1.305,1.058,3
2021-10-23 02:00:00,0.95,0.975,0.93,2
2021-10-23 01:00:00,1.49,1.844,1.131,2
2021-10-23 00:00:00,1.71,2.097,1.281,5
2021-10-22 23:00:00,2.46,2.46,2.46,1
2021-10-22 22:00:00,2.29,2.673,2.123,4
2021-10-22 21:00:00,2.27,2.37,2.177,2
2021-10-22 20:00:00,2.47,2.468,2.468,1
2021-10-22 19:00:00,2.01,2.463,1.221,4
2021-10-22 18:00:00,1.78,2.025,1.567,3
2021-10-22 17:00:00,1.7,2.068,1.051,3
2021-10-22 16:00:00,1.52,2.195,1.143,3
2021-10-22 14:00:00,1.63,2.398,0.863,2
2021-10-22 13:00:00,0.84,1.202,0.476,2
2021-10-22 12:00:00,1.01,1.331,0.854,3
2021-10-22 11:00:00,0.89,1.267,0.484,5
2021-10-22 10:00:00,1.31,1.741,0.764,3
2021-10-22 09:00:00,1.46,1.461,1.461,1
2021-10-22 08:00:00,1.36,1.765,0.965,4
2021-10-22 07:00:00,1.3,1.597,0.885,5
2021-10-22 06:00:00,1.2,1.424,0.847,3
2021-10-22 05:00:00,0.72,0.975,0.427,3
2021-10-22 04:00:00,1.16,1.469,0.785,3
2021-10-22 03:00:00,1.1,1.196,1.006,2
2021-10-22 02:00:00,1.43,1.434,1.434,1
2021-10-22 01:00:00,1.61,2.183,1.231,3
2021-10-22 00:00:00,1.61,1.612,1.612,1
2021-10-21 23:00:00,2.27,2.335,2.198,2
2021-10-21 22:00:00,2.04,2.311,1.766,2
2021-10-21 21:00:00,2.42,2.422,2.422,1
2021-10-21 20:00:00,2.71,2.711,2.711,1
2021-10-21 19:00:00,2.1,2.099,2.099,1
2021-10-21 18:00:00,1.55,1.7,1.405,2
2021-10-21 17:00:00,1.98,2.313,1.648,2
2021-10-21 16:00:00,1.59,2.094,1.148,5
2021-10-21 15:00:00,1.5,1.583,1.412,2
2021-10-21 14:00:00,1.02,1.524,0.508,2
2021-10-21 13:00:00,1.21,1.232,1.186,2
2021-10-21 12:00:00,1.04,1.541,0.591,3
2021-10-21 11:00:00,1.29,1.482,1.092,2
2021-10-21 10:00:00,1.15,1.718,0.705,6
2021-10-21 09:00:00,1.03,1.035,1.035,1
2021-10-21 08:00:00,1.31,1.567,1.101,3
2021-10-21 07:00:00,1.18,1.521,0.838,5
2021-10-21 06:00:00,1.5,2.034,0.969,2
2021-10-21 05:00:00,0.78,0.841,0.712,2
2021-10-21 04:00:00,0.51,0.527,0.499,2
2021-10-21 03:00:00,0.64,0.755,0.409,3
2021-10-21 02:00:00,0.94,0.941,0.941,1
2021-10-21 01:00:00,1.18,1.45,0.909,2
2021-10-21 00:00:00,0.84,1.487,0.199,2
2021-10-20 23:00:00,2.0,2.434,1.743,3
2021-10-20 22:00:00,1.67,1.668,1.668,1
2021-10-20 21:00:00,2.02,2.016,2.016,1
2021-10-20 20:00:00,1.95,3.014,1.56,6
2021-10-20 19:00:00,2.21,2.249,2.181,2
2021-10-20 18:00:00,1.7,1.842,1.369,4
2021-10-20 16:00:00,1.17,1.624,0.485,3
2021-10-20 15:00:00,1.17,1.467,0.605,4
2021-10-20 14:00:00,1.2,1.537,0.49,4
2021-10-20 13:00:00,1.35,1.862,0.642,6
2021-10-20 12:00:00,1.29,1.75,0.999,5
2021-10-20 11:00:00,1.51,1.787,1.227,2
2021-10-20 10:00:00,1.17,1.93,0.55,3
2021-10-20 09:00:00,1.34,1.922,0.434,5
2021-10-20 07:00:00,1.31,1.47,1.152,4
2021-10-20 05:00:00,1.05,1.175,0.806,3
2021-10-20 04:00:00,0.63,0.631,0.631,1
2021-10-20 03:00:00,1.25,1.636,0.868,2
2021-10-20 02:00:00,0.92,1.338,0.508,2
2021-10-20 01:00:00,1.04,1.628,0.535,3
2021-10-20 00:00:00,1.52,2.006,0.974,5
2021-10-19 23:00:00,2.0,2.232,1.804,3
2021-10-19 22:00:00,2.1,2.402,1.568,4
2021-10-19 21:00:00,2.24,3.071,1.409,5
2021-10-19 20:00:00,2.2,3.16,1.456,6
2021-10-19 19:00:00,2.5,2.686,2.31,2
2021-10-19 18:00:00,1.81,2.163,1.456,2
2021-10-19 17:00:00,1.28,1.596,0.819,3
2021-10-19 16:00:00,1.55,2.012,0.858,3
2021-10-19 15:00:00,1.4,1.612,1.181,3
2021-10-19 14:00:00,1.45,1.831,1.068,2
2021-10-19 13:00:00,0.95,1.341,0.568,2
2021-10-19 12:00:00,1.09,1.272,0.785,5
2021-10-19 10:00:00,1.17,1.584,0.778,5
2021-10-19 09:00:00,1.25,1.601,0.603,4
2021-10-19 08:00:00,1.61,1.615,1.615,1
2021-10-19 07:00:00,1.41,1.438,1.387,2
2021-10-19 06:00:00,1.39,1.957,0.825,2
2021-10-19 05:00:00,1.07,1.463,0.714,3
2021-10-19 04:00:00,1.19,1.186,1.186,1
2021-10-19 03:00:00,1.04,1.412,0.671,2
2021-10-19 02:00:00,1.74,2.042,1.497,4
2021-10-19 01:00:00,1.41,1.761,1.084,4
2021-10-19 00:00:00,1.33,2.067,0.6,2
2021-10-18 21:00:00,1.88,2.814,1.175,4
2021-10-18 20:00:00,2.7,3.158,2.271,3
2021-10-18 19:00:00,2.29,2.288,2.288,1
2021-10-18 18:00:00,1.3,1.824,0.675,3
2021-10-18 17:00:00,2.09,2.439,1.663,4
2021-10-18 16:00:00,1.72,2.106,1.177,4
2021-10-18 15:00:00,1.32,1.782,0.926,3
2021-10-18 14:00:00,1.55,1.555,1.555,1
2021-10-18 13:00:00,0.75,0.946,0.559,2
2021-10-18 12:00:00,1.01,1.371,0.652,5
2021-10-18 11:00:00,0.8,1.227,0.365,3
2021-10-18 10:00:00,1.3,1.645,1.076,4
2021-10-18 09:00:00,1.15,1.433,0.936,3
2021-10-18 08:00:00,1.67,1.673,1.673,1
2021-10-18 07:00:00,1.29,2.01,0.736,4
2021-10-18 04:00:00,0.84,0.839,0.839,1
2021-10-18 03:00:00,1.08,1.447,0.552,5
2021-10-18 02:00:00,1.58,1.765,1.395,3
2021-10-18 01:00:00,0.73,1.277,0.143,3
2021-10-18 00:00:00,2.1,2.105,2.105,1
2021-10-17 23:00:00,1.93,2.682,1.178,2
2021-10-17 21:00:00,1.87,1.986,1.762,2
2021-10-17 20:00:00,2.09,2.086,2.086,1
2021-10-17 19:00:00,2.28,2.764,1.802,2
2021-10-17 18:00:00,1.25,1.799,0.741,4
2021-10-17 17:00:00,1.34,1.576,1.101,2
2021-10-17 16:00:00,1.27,1.539,1.01,2
2021-10-17 15:00:00,1.51,1.994,1.162,3
2021-10-17 14:00:00,1.17,1.376,1.065,3
2021-10-17 13:00:00,1.06,1.503,0.312,5
2021-10-17 12:00:00,1.06,1.298,0.815,2
2021-10-17 11:00:00,0.83,0.86,0.8,2
2021-10-17 10:00:00,0.65,1.048,0.484,5
2021-10-17 09:00:00,1.26,1.577,1.082,6
2021-10-17 08:00:00,1.04,1.587,0.495,4
2021-10-17 07:00:00,1.55,1.916,1.192,2
2021-10-17 06:00:00,1.16,1.405,0.915,2
2021-10-17 05:00:00,0.89,1.238,0.664,3
2021-10-17 04:00:00,0.73,1.137,0.316,2
2021-10-17 03:00:00,1.25,1.249,1.249,1
2021-10-17 02:00:00,1.4,1.624,1.157,3
2021-10-17 01:00:00,1.16,1.159,1.159,1
2021-10-17 00:00:00,1.81,2.069,1.546,2
2021-10-16 23:00:00,1.85,1.853,1.853,1
2021-10-16 22:00:00,2.33,2.386,2.28,2
2021-10-16 21:00:00,2.01,2.49,1.538,2
2021-10-16 20:00:00,2.17,2.264,2.077,2
2021-10-16 19:00:00,1.47,1.474,1.474,1
2021-10-16 18:00:00,1.47,1.938,1.005,2
2021-10-16 17:00:00,1.45,2.025,0.663,8
2021-10-16 16:00:00,1.16,1.377,0.784,3
2021-10-16 15:00:00,1.64,2.126,1.155,2
2021-10-16 14:00:00,0.98,1.408,0.352,3
2021-10-16 13:00:00,0.95,0.984,0.921,2
2021-10-16 12:00:00,1.13,1.511,0.776,4
2021-10-16 11:00:00,0.76,0.774,0.743,2
2021-10-16 10:00:00,0.77,1.03,0.534,3
2021-10-16 09:00:00,1.2,1.985,0.766,6
2021-10-16 08:00:00,1.24,1.378,1.1,2
2021-10-16 07:00:00,1.28,1.829,0.717,4
2021-10-16 06:00:00,1.4,1.574,1.275,3
2021-10-16 05:00:00,0.99,1.206,0.772,5
2021-10-16 04:00:00,0.97,1.287,0.612,4
2021-10-16 03:00:00,1.13,1.132,1.132,1
2021-10-16 02:00:00,1.27,1.885,0.782,3
2021-10-16 01:00:00,1.61,1.612,1.612,1
2021-10-16 00:00:00,1.65,2.09,1.425,5
2021-10-15 23:00:00,1.83,2.196,1.398,4
2021-10-15 22:00:00,2.54,2.7,2.37,2
2021-10-15 21:00:00,2.15,2.401,2.017,3
2021-10-15 20:00:00,2.48,2.571,2.424,3
2021-10-15 19:00:00,2.47,2.71,2.299,3
2021-10-15 18:00:00,1.68,1.683,1.683,1
2021-10-15 17:00:00,1.45,1.981,1.001,4
2021-10-15 16:00:00,1.55,1.553,1.553,1
2021-10-15 15:00:00,1.08,1.447,0.713,2
2021-10-15 14:00:00,1.38,1.468,1.221,3
2021-10-15 13:00:00,1.52,1.519,1.519,1
2021-10-15 12:00:00,0.94,1.015,0.875,2
2021-10-15 11:00:00,0.6,0.89,0.31,2
2021-10-15 10:00:00,1.28,1.81,0.636,4
2021-10-15 09:00:00,1.31,1.521,0.95,5
2021-10-15 08:00:00,1.55,1.748,1.236,4
2021-10-15 06:00:00,1.14,1.268,0.932,3
2021-10-15 04:00:00,1.29,1.5,1.087,2
2021-10-15 03:00:00,1.28,1.573,0.981,2
2021-10-15 02:00:00,1.34,1.404,1.306,3
2021-10-15 01:00:00,1.21,1.823,0.433,5
2021-10-15 00:00:00,1.13,1.555,0.709,2
2021-10-14 23:00:00,2.12,2.24,2.049,3
2021-10-14 22:00:00,2.18,2.661,1.626,4
2021-10-14 21:00:00,2.16,2.16,2.16,1
2021-10-14 20:00:00,2.61,2.806,2.442,4
2021-10-14 19:00:00,1.98,2.236,1.706,3
2021-10-14 18:00:00,1.77,2.121,1.42,2
2021-10-14 17:00:00,2.02,2.022,2.022,1
2021-10-14 16:00:00,1.1,1.102,1.102,1
2021-10-14 15:00:00,1.37,1.597,1.113,3
2021-10-14 14:00:00,1.02,1.608,0.645,3
2021-10-14 13:00:00,1.08,1.355,0.914,3
2021-10-14 12:00:00,1.23,1.447,0.767,5
2021-10-14 11:00:00,1.0,1.241,0.797,4
2021-10-14 10:00:00,0.67,0.67,0.67,1
2021-10-14 09:00:00,1.32,1.534,1.107,3
2021-10-14 08:00:00,1.29,1.407,1.183,2
2021-10-14 07:00:00,1.39,1.534,1.049,5
2021-10-14 06:00:00,1.96,1.962,1.962,1
2021-10-14 05:00:00,0.86,1.013,0.662,3
2021-10-14 04:00:00,1.03,1.373,0.726,4
2021-10-14 03:00:00,1.04,1.432,0.522,3
2021-10-14 02:00:00,1.43,1.656,1.11,3
2021-10-14 01:00:00,1.32,1.487,1.159,2
2021-10-14 00:00:00,1.47,2.173,0.792,4
2021-10-13 23:00:00,2.08,2.369,1.496,3
2021-10-13 22:00:00,1.9,2.269,1.44,3
2021-10-13 21:00:00,1.92,1.924,1.924,1
2021-10-13 20:00:00,2.39,2.394,2.394,1
2021-10-13 19:00:00,2.12,2.462,1.658,3
2021-10-13 18:00:00,1.55,1.917,1.114,4
2021-10-13 17:00:00,1.34,1.343,1.343,1
2021-10-13 16:00:00,1.35,1.697,0.592,5
2021-10-13 15:00:00,1.35,1.499,1.168,4
2021-10-13 14:00:00,1.36,1.656,1.03,4
2021-10-13 13:00:00,1.42,1.472,1.359,2
2021-10-13 12:00:00,1.29,1.63,1.069,4
2021-10-13 11:00:00,1.17,1.412,0.737,3
2021-10-13 10:00:00,0.84,1.044,0.578,4
2021-10-13 09:00:00,1.29,1.748,0.902,4
2021-10-13 08:00:00,1.21,1.525,0.872,4
2021-10-13 07:00:00,1.19,1.494,0.891,2
2021-10-13 06:00:00,1.4,1.457,1.341,2
2021-10-13 05:00:00,1.17,1.168,1.168,1
2021-10-13 04:00:00,1.25,2.086,0.572,4
2021-10-13 03:00:00,0.93,0.94,0.927,2
2021-10-13 02:00:00,1.31,1.433,0.861,6
2021-10-13 01:00:00,1.57,1.607,1.525,2
2021-10-13 00:00:00,1.56,2.069,0.886,3
2021-10-12 23:00:00,2.08,2.86,1.445,3
2021-10-12 22:00:00,1.92,2.284,1.552,2
2021-10-12 21:00:00,2.31,2.806,1.725,6
2021-10-12 20:00:00,2.09,2.354,1.821,2
2021-10-12 19:00:00,2.8,3.446,2.442,3
2021-10-12 18:00:00,1.9,1.897,1.897,1
2021-10-12 17:00:00,1.0,0.996,0.996,1
2021-10-12 16:00:00,1.03,1.286,0.755,3
2021-10-12 15:00:00,1.05,1.562,0.679,3
2021-10-12 14:00:00,0.94,1.354,0.375,3
2021-10-12 13:00:00,1.13,1.799,0.721,4
2021-10-12 12:00:00,0.81,1.102,0.663,3
2021-10-12 11:00:00,1.17,1.172,1.172,1
2021-10-12 10:00:00,1.33,1.452,1.05,4
2021-10-12 09:00:00,1.19,1.527,0.849,2
2021-10-12 08:00:00,1.5,2.009,0.731,5
2021-10-12 07:00:00,1.46,1.884,1.102,3
2021-10-12 06:00:00,1.12,1.301,0.857,3
2021-10-12 05:00:00,0.8,1.315,0.516,3
2021-10-12 04:00:00,0.95,0.952,0.952,1
2021-10-12 03:00:00,1.06,1.594,0.745,5
2021-10-12 02:00:00,1.51,1.925,1.223,5
2021-10-12 01:00:00,1.7,2.159,1.438,5
2021-10-12 00:00:00,1.65,1.871,1.366,4
2021-10-11 23:00:00,2.11,2.587,1.591,3
2021-10-11 22:00:00,1.96,1.996,1.934,2
2021-10-11 21:00:00,2.44,2.579,2.198,3
2021-10-11 20:00:00,2.16,2.259,2.074,3
2021-10-11 19:00:00,2.62,2.819,2.235,3
2021-10-11 18:00:00,1.73,1.733,1.733,1
2021-10-11 17:00:00,1.6,2.208,1.113,5
2021-10-11 16:00:00,1.49,1.862,1.139,4
2021-10-11 15:00:00,1.43,2.48,1.004,5
2021-10-11 14:00:00,1.48,1.573,1.384,2
2021-10-11 13:00:00,1.5,2.118,0.946,5
2021-10-11 12:00:00,0.92,1.226,0.604,2
2021-10-11 11:00:00,1.07,1.522,0.478,6
2021-10-11 10:00:00,1.16,1.365,0.957,2
2021-10-11 09:00:00,1.37,1.625,1.207,3
2021-10-11 08:00:00,1.37,1.883,0.757,4
2021-10-11 07:00:00,1.74,1.744,1.744,1
2021-10-11 06:00:00,1.49,1.678,1.308,2
2021-10-11 05:00:00,1.16,1.244,1.101,5
2021-10-11 04:00:00,1.16,1.619,0.67,4
2021-10-11 03:00:00,1.14,1.579,0.712,5
2021-10-11 02:00:00,1.11,1.128,1.093,2
2021-10-11 01:00:00,1.28,1.66,0.902,2
2021-10-11 00:00:00,1.24,1.559,0.947,5
2021-10-10 23:00:00,2.25,2.247,2.247,1
2021-10-10 22:00:00,1.88,2.15,1.45,4
2021-10-10 21:00:00,2.06,2.759,1.257,3
2021-10-10 20:00:00,2.6,2.601,2.601,1
2021-10-10 19:00:00,2.37,2.55,2.0,4
2021-10-10 18:00:00,1.51,2.01,0.962,4
2021-10-10 17:00:00,1.73,1.795,1.663,2
2021-10-10 15:00:00,1.17,1.854,0.38,4
2021-10-10 14:00:00,1.21,1.299,1.144,3
2021-10-10 13:00:00,1.34,1.642,1.047,2
2021-10-10 12:00:00,0.96,1.304,0.277,3
2021-10-10 11:00:00,0.79,1.348,0.383,8
2021-10-10 10:00:00,0.81,1.048,0.641,3
2021-10-10 09:00:00,1.56,1.666,1.361,3
2021-10-10 08:00:00,1.07,1.479,0.468,3
2021-10-10 07:00:00,1.31,1.412,1.216,2
2021-10-10 06:00:00,1.0,1.196,0.723,3
2021-10-10 05:00:00,0.77,1.084,0.379,4
2021-10-10 04:00:00,1.11,1.115,1.115,1
2021-10-10 03:00:00,1.06,1.393,0.716,3
2021-10-10 02:00:00,1.18,1.875,0.354,3
2021-10-10 01:00:00,1.33,1.534,0.978,5
2021-10-10 00:00:00,1.35,1.81,0.466,3
2021-10-09 23:00:00,1.53,1.535,1.535,1
2021-10-09 20:00:00,2.09,2.534,1.473,3
2021-10-09 19:00:00,1.89,1.941,1.841,2
2021-10-09 18:00:00,1.42,2.035,0.795,2
2021-10-09 16:00:00,0.95,1.325,0.577,2
2021-10-09 15:00:00,1.38,1.675,0.837,3
2021-10-09 14:00:00,1.12,1.343,0.705,3
2021-10-09 13:00:00,0.95,1.518,0.411,4
2021-10-09 12:00:00,0.97,1.316,0.518,4
2021-10-09 11:00:00,0.82,0.99,0.553,3
2021-10-09 10:00:00,1.15,1.594,0.707,2
2021-10-09 09:00:00,1.2,1.383,0.915,3
2021-10-09 08:00:00,1.6,1.602,1.602,1
2021-10-09 07:00:00,1.2,1.197,1.197,1
2021-10-09 06:00:00,0.96,1.292,0.62,2
2021-10-09 05:00:00,1.27,1.601,0.943,2
2021-10-09 04:00:00,1.14,1.462,0.415,6
2021-10-09 03:00:00,0.86,1.395,0.321,4
2021-10-09 02:00:00,1.33,1.472,1.044,3
2021-10-09 01:00:00,1.42,1.765,1.146,3
2021-10-09 00:00:00,1.57,1.814,1.332,2
2021-10-08 22:00:00,2.1,2.545,1.308,4
2021-10-08 20:00:00,2.5,2.885,2.074,3
2021-10-08 19:00:00,2.44,3.307,2.005,4
2021-10-08 18:00:00,1.95,1.945,1.945,1
2021-10-08 17:00:00,1.85,2.061,1.641,2
2021-10-08 16:00:00,1.19,1.311,1.041,3
2021-10-08 15:00:00,1.58,2.207,0.618,3
2021-10-08 14:00:00,1.15,1.596,0.706,2
2021-10-08 13:00:00,1.38,1.68,1.109,3
2021-10-08 12:00:00,1.42,1.743,1.094,2
2021-10-08 11:00:00,1.27,1.604,1.016,3
2021-10-08 10:00:00,0.96,1.385,0.442,4
2021-10-08 09:00:00,1.4,1.399,1.399,1
2021-10-08 07:00:00,1.57,1.863,1.293,3
2021-10-08 06:00:00,1.56,1.674,1.493,3
2021-10-08 05:00:00,0.82,1.277,0.402,3
2021-10-08 04:00:00,1.71,1.707,1.707,1
2021-10-08 03:00:00,1.05,1.05,1.05,1
2021-10-08 02:00:00,1.14,1.136,1.136,1
2021-10-08 01:00:00,1.23,1.557,0.485,4
2021-10-08 00:00:00,0.95,0.952,0.952,1
2021-10-07 23:00:00,2.47,2.494,2.444,2
2021-10-07 22:00:00,2.17,2.172,2.172,1
2021-10-07 21:00:00,2.24,2.738,1.62,5
2021-10-07 20:00:00,2.28,2.394,2.159,2
2021-10-07 19:00:00,2.53,2.631,2.429,3
2021-10-07 18:00:00,1.8,2.024,1.577,2
2021-10-07 17:00:00,1.71,2.004,1.424,2
2021-10-07 16:00:00,1.8,2.413,1.158,3
2021-10-07 15:00:00,1.75,2.187,1.244,4
2021-10-07 14:00:00,1.3,1.683,0.387,5
2021-10-07 13:00:00,1.28,1.283,1.283,1
2021-10-07 12:00:00,0.83,0.835,0.835,1
2021-10-07 11:00:00,0.76,0.822,0.698,2
2021-10-07 10:00:00,1.07,1.224,0.947,3
2021-10-07 08:00:00,1.43,1.429,1.429,1
2021-10-07 06:00:00,1.6,1.973,1.219,2
2021-10-07 05:00:00,1.16,1.372,0.8,4
2021-10-07 04:00:00,1.21,1.342,1.086,3
2021-10-07 03:00:00,0.93,1.541,0.279,3
2021-10-07 02:00:00,0.54,0.537,0.537,1
2021-10-07 01:00:00,1.35,1.783,0.701,4
2021-10-07 00:00:00,1.41,1.569,1.108,3
2021-10-06 23:00:00,2.17,2.33,2.009,2
2021-10-06 22:00:00,2.28,2.28,2.28,1
2021-10-06 21:00:00,2.35,3.216,1.771,5
2021-10-06 20:00:00,2.36,2.357,2.357,1
2021-10-06 19:00:00,2.21,2.653,1.765,2
2021-10-06 18:00:00,1.81,2.313,1.312,2
2021-10-06 17:00:00,1.16,1.291,1.027,2
2021-10-06 16:00:00,1.21,1.808,0.532,4
2021-10-06 14:00:00,0.95,1.143,0.668,3
2021-10-06 13:00:00,1.08,1.24,0.753,3
2021-10-06 12:00:00,0.96,1.219,0.671,3
2021-10-06 11:00:00,0.63,0.634,0.634,1
2021-10-06 10:00:00,1.14,1.421,0.843,5
2021-10-06 09:00:00,1.47,1.685,1.258,4
2021-10-06 08:00:00,1.35,1.5,1.193,2
2021-10-06 07:00:00,1.61,1.835,1.355,3
2021-10-06 06:00:00,1.29,1.557,1.029,4
2021-10-06 05:00:00,0.97,1.268,0.455,3
2021-10-06 04:00:00,1.32,1.556,1.202,3
2021-10-06 03:00:00,1.55,1.918,1.104,3
2021-10-06 02:00:00,1.09,1.37,0.546,4
2021-10-06 01:00:00,1.53,1.649,1.364,4
2021-10-05 23:00:00,1.99,2.746,1.491,4
2021-10-05 22:00:00,2.18,2.395,1.74,4
2021-10-05 20:00:00,2.27,2.352,2.186,2
2021-10-05 19:00:00,1.96,2.318,1.477,3
2021-10-05 18:00:00,1.57,1.973,1.158,2
2021-10-05 17:00:00,1.56,2.248,0.938,3
2021-10-05 16:00:00,1.51,2.049,0.963,2
2021-10-05 15:00:00,1.37,1.525,1.254,3
2021-10-05 14:00:00,1.62,2.104,0.865,3
2021-10-05 13:00:00,1.17,1.652,0.589,6
2021-10-05 12:00:00,0.97,1.464,0.506,5
2021-10-05 11:00:00,1.22,1.33,1.111,2
2021-10-05 10:00:00,0.4,0.397,0.397,1
2021-10-05 09:00:00,0.74,0.743,0.743,1
2021-10-05 08:00:00,1.39,1.632,1.15,2
2021-10-05 07:00:00,0.76,0.788,0.731,2
2021-10-05 06:00:00,1.38,1.463,1.311,3
2021-10-05 05:00:00,0.99,1.318,0.671,2
2021-10-05 04:00:00,1.25,1.246,1.246,1
2021-10-05 03:00:00,1.38,1.615,1.135,5
2021-10-05 02:00:00,1.52,1.518,1.518,1
